SK_ID_CURR,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_UPDATE_MEAN,NAME_INCOME_TYPE_cat_Working,BURO_CREDIT_ACTIVE_cat_Active_MEAN,BURO_CREDIT_ACTIVE_cat_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_cat_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_cat_Refused_MEAN,PREV_CODE_REJECT_REASON_cat_HC_MEAN,PREV_CODE_REJECT_REASON_cat_SCOFR_MEAN,PREV_CODE_REJECT_REASON_cat_XAP_MEAN,PREV_NAME_PRODUCT_TYPE_cat_walk-in_MEAN
168767,0.0,-9585.0,-1010.0,0.3436585993011503,0.5352762504724826,-592.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
432815,1.0,-21013.0,-1544.0,0.7849932612062638,0.5352762504724826,-1836.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
188152,1.0,-17636.0,-4255.0,0.3600535455441202,0.7380196196295241,-367.0,-1620.0,-313.0,-1015.0,-524.0,-482.85714285714283,1,0.42857142857142855,0.5714285714285714,0.5,0.0,0.0,0.0,1.0,0.0
164304,1.0,-8622.0,-1627.0,0.0598773798562559,0.475849908720221,-42.0,-691.0,-484.0,-587.5,-211.0,-449.0,1,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
355960,1.0,-21734.0,-1544.0,0.4171033623913911,0.5352762504724826,-1591.0,-1938.0,-376.0,-1035.6666666666667,-1573.0,-647.0,0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
141153,1.0,-10514.0,-538.0,0.465914071950225,0.5814837058057234,-1020.0,-1788.0,-253.0,-788.2857142857143,-1666.0,-344.14285714285717,1,0.7142857142857143,0.2857142857142857,0.8,0.2,0.0,0.0,0.8,0.0
338715,1.0,-20081.0,-2904.0,0.6678312751840992,0.6430255641096323,-1676.0,-398.0,-398.0,-398.0,-275.0,-275.0,1,0.0,1.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.0,0.5555555555555556,0.0
419614,1.0,-8474.0,-1229.0,0.7087043469799418,0.2837118826350007,-990.0,-750.0,-207.0,-388.5,-330.0,-36.0,1,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0
328837,1.0,-20886.0,-456.0,0.5755295095679599,0.1604889306273446,-957.0,-2820.0,-356.0,-1739.5,-1519.0,-928.5,1,0.6666666666666666,0.3333333333333333,0.5,0.125,0.125,0.0,0.5,0.125
102116,1.0,-17231.0,-1344.0,0.7461966139749001,0.6577838002083306,-300.0,-2874.0,-478.0,-1673.25,-2143.0,-728.5,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
297879,1.0,-10364.0,-2953.0,0.5054849597807094,0.5352762504724826,-1509.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
234799,1.0,-9641.0,-516.0,0.6361471851434944,0.4329616670974407,-550.0,-1225.0,-1164.0,-1204.3333333333333,-1041.0,-590.3333333333334,1,0.3333333333333333,0.6666666666666666,0.625,0.0,0.0,0.0,1.0,0.0
256274,0.0,-17177.0,-6222.0,0.5615514918245745,0.5352762504724826,-1142.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
346709,0.0,-13633.0,-2477.0,0.0815675543122328,0.5352762504724826,-452.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,0.625,0.0,0.0,0.0,1.0,0.0
333483,0.0,-14384.0,-100.0,0.6380683921581722,0.6397075677637197,-1544.0,-2368.0,-250.0,-964.25,-2192.0,-113.125,1,0.5,0.5,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
202642,1.0,-20143.0,-4433.0,0.6784778666173765,0.4668640059537032,-850.0,-2666.0,-300.0,-1141.7272727272727,-1054.0,-270.27272727272725,0,0.6363636363636364,0.36363636363636365,1.0,0.0,0.0,0.0,1.0,0.0
421909,1.0,-8211.0,-769.0,0.5650909997991383,0.5352762504724826,-476.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
203057,1.0,-18103.0,-1596.0,0.7765612339589175,0.5884877883422673,-822.0,-2740.0,-85.0,-1097.8,-2556.0,-972.6,1,0.6,0.4,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.6666666666666666,0.2777777777777778
224963,1.0,-22651.0,-3613.0,0.6459687745949915,0.3774042489507649,-1506.0,-661.0,-105.0,-352.5,-143.0,-73.25,0,1.0,0.0,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.0,0.6428571428571429,0.0
289023,1.0,-19355.0,-1544.0,0.7177563953861612,0.5352762504724826,-170.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
442090,1.0,-22874.0,-1544.0,0.7629729823888425,0.5280927512030451,-1717.0,-2584.0,-205.0,-1052.6666666666667,-1855.0,-512.1666666666666,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0
163938,1.0,-14490.0,-988.0,0.390706907252692,0.7922644738669378,-692.0,-2401.0,-36.0,-808.75,-2034.0,-599.75,1,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
228525,1.0,-18274.0,-2653.0,0.2847563334517926,0.3859146722745145,-1719.0,-2823.0,-599.0,-1144.6,-2456.0,-705.8,1,0.2,0.8,1.0,0.0,0.0,0.0,1.0,0.0
144797,1.0,-22539.0,-1544.0,0.6075983150993742,0.5352762504724826,-1184.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,0.875,0.125,0.125,0.0,0.875,0.125
235035,1.0,-18307.0,-4462.0,0.1188473456198207,0.1229554179088549,-837.0,-761.0,-150.0,-455.5,-330.0,-17.5,1,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
139382,1.0,-7935.0,-377.0,0.6492026571918827,0.6023863442690867,-348.0,-302.0,-302.0,-302.0,-120.0,-115.0,1,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
389305,0.0,-8311.0,-658.0,0.5675078430375975,0.5352762504724826,-572.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
107515,1.0,-19197.0,-882.0,0.225397742802527,0.5352762504724826,-591.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,0.6,0.0,0.0,0.0,1.0,0.0
143686,0.0,-11883.0,-1217.0,0.3438756572847062,0.6075573001388961,-808.0,-2695.0,-99.0,-1561.0,-2040.0,-1083.5555555555557,1,0.3333333333333333,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,0.0
277005,0.0,-21769.0,-1648.0,0.4532221834982945,0.5352762504724826,-761.0,-206.0,-206.0,-206.0,-330.0,-8.0,1,1.0,0.0,0.08,0.48,0.48,0.0,0.52,0.04
431440,1.0,-12344.0,-657.0,0.5644728606310998,0.6347055309763198,-687.0,-960.0,-131.0,-545.5,-807.0,-406.5,1,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
138130,0.0,-16311.0,-2186.0,0.7028101370884131,0.5352762504724826,-1477.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,0.75,0.25,0.25,0.0,0.75,0.75
446270,1.0,-10009.0,-1733.0,0.5474155018289366,0.6706517530862718,-1110.0,-1622.0,-988.0,-1324.75,-1438.0,-675.75,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
383610,1.0,-11746.0,-375.0,0.684321698820802,0.2498850627504553,-500.0,-502.0,-241.0,-428.6,-330.0,-309.4,1,1.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.7777777777777778,0.2222222222222222
174054,1.0,-14126.0,-3906.0,0.649068182868901,0.5954562029091491,-2250.0,-1830.0,-302.0,-1083.0,-1649.0,-864.3333333333334,1,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.0,0.5,0.0
418469,0.0,-19301.0,-977.0,0.0335213315480106,0.5352762504724826,-696.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
387579,0.0,-11440.0,-668.0,0.4043121016844758,0.7713615919194317,-1931.0,-2539.0,-269.0,-1891.75,-2173.0,-1345.0,1,0.0,1.0,0.625,0.0,0.0,0.0,0.875,0.125
170638,1.0,-15665.0,-1544.0,0.2189922647180279,0.6178261467332483,-1000.0,-1492.0,-62.0,-977.8,-1125.0,-575.2,1,0.6,0.4,1.0,0.0,0.0,0.0,1.0,0.0
100220,1.0,-14823.0,-185.0,0.6263387445759298,0.6075573001388961,-1898.0,-2413.0,-350.0,-1645.142857142857,-2108.0,-996.2857142857143,0,0.14285714285714285,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
113714,1.0,-17338.0,-3936.0,0.5873858390946372,0.6577838002083306,-1983.0,-2497.0,-305.0,-895.5,-2187.0,-544.8333333333334,1,0.3333333333333333,0.6666666666666666,0.75,0.25,0.25,0.0,0.75,0.0
439404,1.0,-24483.0,-1544.0,0.6061897183344392,0.4578995512067301,0.0,-2342.0,-300.0,-1692.1666666666667,-2019.0,-532.6666666666666,0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.0,0.0,0.75,0.0
395045,0.0,-13470.0,-1010.0,0.3723402033784069,0.5352762504724826,-37.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,0.8,0.2,0.2,0.0,0.8,0.0
174287,1.0,-15903.0,-2806.0,0.5347045130998435,0.5352762504724826,-2919.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
340432,1.0,-19441.0,-4064.0,0.6351292046741144,0.1285043773724039,-2111.0,-2436.0,-32.0,-1361.125,-2342.0,-790.4583333333334,1,0.2916666666666667,0.7083333333333334,0.3076923076923077,0.6923076923076923,0.6153846153846154,0.0,0.3076923076923077,0.0
122106,0.0,-20124.0,-1544.0,0.1573197078245665,0.5531646987710016,-1023.0,-1979.0,-569.0,-1111.2727272727273,-1619.0,-824.9090909090909,0,0.45454545454545453,0.5454545454545454,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.8571428571428571,0.0
378425,1.0,-11519.0,-629.0,0.6657566860303207,0.5352762504724826,-493.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,0.5,0.0,0.0,0.0,1.0,0.0
268297,0.0,-13611.0,-247.0,0.6858361229406011,0.5352762504724826,-849.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
416113,0.0,-10631.0,-424.0,0.2246007949294469,0.5352762504724826,-484.0,-198.0,-198.0,-198.0,169.0,-5.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
123682,1.0,-23274.0,-1544.0,0.3813934839517139,0.7136313997323308,-1479.0,-2111.0,-634.0,-1295.0,-1381.0,-468.0,0,0.2,0.8,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.0,0.8181818181818182,0.0
292543,1.0,-23117.0,-1544.0,0.6377905940551429,0.6496203111237195,-1274.0,-2770.0,-728.0,-2018.7,-2496.0,-1331.5,0,0.3,0.7,1.0,0.0,0.0,0.0,1.0,0.0
178265,0.0,-14061.0,-888.0,0.5918040901102916,0.7062051096536562,-656.0,-1353.0,-989.0,-1227.6666666666667,-1158.0,-860.6666666666666,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
186608,1.0,-19636.0,-1544.0,0.3613747193604829,0.6545292802242897,-746.0,-2608.0,-81.0,-1117.4,-1027.0,-464.0,1,0.8,0.2,1.0,0.0,0.0,0.0,1.0,0.0
243606,1.0,-10364.0,-920.0,0.4191250608154444,0.5460231970049609,-483.0,-973.0,-810.0,-891.5,-669.0,-339.0,1,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
303475,1.0,-20787.0,-4527.0,0.7683208542223064,0.4188542886233217,-855.0,-2488.0,-414.0,-1852.5,-2123.0,-635.5,0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
251061,0.0,-13638.0,-871.0,0.4444965643468609,0.1021187878635838,0.0,-646.0,-191.0,-429.6666666666667,-330.0,-44.0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333
446349,1.0,-16641.0,-1037.0,0.5332080517933242,0.3296550543128238,-511.0,-102.0,-102.0,-102.0,-72.0,-80.0,1,1.0,0.0,0.4,0.2,0.2,0.0,0.8,0.0
349003,1.0,-17040.0,-237.0,0.7238119163475945,0.6430255641096323,-2860.0,-1089.0,-475.0,-845.6666666666666,-607.0,-205.33333333333334,0,0.6666666666666666,0.3333333333333333,0.6,0.4,0.0,0.0,0.6,0.6
174357,1.0,-14035.0,-5082.0,0.6797026066555476,0.7267112092725122,-1772.0,-2793.0,-322.0,-1540.25,-2325.0,-886.5,0,0.625,0.375,0.75,0.0,0.0,0.0,1.0,0.0
384404,1.0,-20288.0,-1147.0,0.5485204836484299,0.1455428133497032,0.0,-1892.0,-220.0,-778.0,-1558.0,-537.3333333333334,0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
308273,0.0,-21419.0,-400.0,0.6956684015665721,0.2498850627504553,-2610.0,-1103.0,-473.0,-794.0,-473.0,-173.33333333333334,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
228742,1.0,-14258.0,-2775.0,0.6735496252124289,0.1183643263674006,-2003.0,-1285.0,-26.0,-554.5833333333334,-727.0,-86.0,1,0.5,0.5,0.8571428571428571,0.0,0.0,0.0,1.0,0.0
151918,1.0,-20075.0,-1689.0,0.089322444236827,0.5226973172821112,0.0,-2710.0,-483.0,-2094.0,-2271.0,-872.2857142857143,0,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0
297146,1.0,-14413.0,-3962.0,0.6764327692468609,0.8193176922872417,-1337.0,-1879.0,-467.0,-1173.0,-1696.0,-845.5,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
115672,1.0,-16401.0,-1544.0,0.652155068350052,0.6512602186973006,-441.0,-2643.0,-288.0,-1514.25,-2277.0,-1102.25,0,0.5,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0
358609,1.0,-15997.0,-1231.0,0.752615051486076,0.4794489811780563,-1033.0,-2884.0,-119.0,-1074.909090909091,-1970.0,-743.7272727272727,1,0.2727272727272727,0.7272727272727273,0.25,0.25,0.25,0.0,0.75,0.0
113818,1.0,-22976.0,-1544.0,0.2781362708871374,0.1261005588362325,0.0,-973.0,-109.0,-428.8888888888889,-698.0,-105.22222222222223,0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
422937,1.0,-14799.0,-632.0,0.6212172058173611,0.5620604831738043,-399.0,-2648.0,-219.0,-1169.4,-2312.0,-800.6,0,0.4,0.6,0.5,0.0,0.0,0.0,1.0,0.0
310008,1.0,-13551.0,-1544.0,0.5469820474054116,0.2910973802776635,-1033.0,-2186.0,-329.0,-796.75,-1913.0,-40.0,0,1.0,0.0,0.625,0.375,0.375,0.0,0.625,0.0
302575,1.0,-22982.0,-1544.0,0.3307813089141135,0.5352762504724826,-897.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
359572,1.0,-17657.0,-3889.0,0.6857183185446323,0.501075160239048,-868.0,-220.0,-220.0,-220.0,144.0,-10.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
265980,1.0,-8181.0,-272.0,0.3442161749779205,0.5352762504724826,-431.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.0
310175,0.0,-20719.0,-579.0,0.6148937129174441,0.4276573700350293,-2405.0,-2143.0,-333.0,-1293.0,-1166.0,-289.75,0,0.625,0.375,0.8,0.0,0.0,0.0,1.0,0.0
373806,1.0,-17584.0,-109.0,0.3212631079072071,0.4471785780453068,0.0,-142.0,-142.0,-142.0,-330.0,-11.0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
277101,0.0,-9932.0,-360.0,0.5932454445411088,0.2692857999073816,-1352.0,-2861.0,-34.0,-1165.0,-2649.0,-587.7857142857143,1,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
155707,0.0,-14584.0,-214.0,0.5758660297877313,0.3842068130556564,-2698.0,-1379.0,-102.0,-573.3333333333334,-1256.0,-286.3333333333333,1,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.5,0.0
275389,0.0,-11564.0,-121.0,0.2646686159411052,0.8327850252992314,0.0,-2695.0,-689.0,-1715.0833333333333,-2329.0,-1140.9166666666667,1,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,0.0,1.0,0.0
281077,1.0,-15327.0,-1544.0,0.7073255413506234,0.7001838506835805,-1353.0,-2112.0,-493.0,-1330.3636363636363,-1836.0,-853.3636363636364,1,0.2727272727272727,0.7272727272727273,0.6,0.0,0.0,0.0,1.0,0.2
317887,0.0,-15118.0,-1050.0,0.3735470783177984,0.5352762504724826,-443.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
419529,0.0,-12300.0,-3314.0,0.6348200256531474,0.1351060157401717,-1749.0,-2901.0,-209.0,-1163.6666666666667,-2603.0,-529.7333333333333,0,0.3333333333333333,0.6666666666666666,0.75,0.125,0.0,0.0,0.75,0.0
182297,1.0,-10346.0,-1021.0,0.7005901748119543,0.3927738606031339,-810.0,-183.0,-183.0,-183.0,932.0,-34.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
232085,1.0,-12437.0,-735.0,0.7800738554937219,0.158554899794863,-244.0,-2347.0,-379.0,-1018.0,-773.0,-204.2,0,0.6,0.4,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.0,0.5555555555555556,0.0
166958,1.0,-14665.0,-4989.0,0.505364702236026,0.6956219298394389,-1571.0,-632.0,-632.0,-632.0,-416.0,-396.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
432565,1.0,-14945.0,-1213.0,0.6974386540211783,0.4101025731788671,-971.0,-2597.0,-269.0,-1042.0,-2291.0,-466.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
258813,1.0,-23289.0,-1544.0,0.6640465253804881,0.6801388218428291,-1003.0,-1374.0,-54.0,-802.8,-1040.0,-295.8,1,0.2,0.8,1.0,0.0,0.0,0.0,1.0,0.0
370916,1.0,-13364.0,-2215.0,0.4728363164758667,0.520897599048938,-2171.0,-1468.0,-323.0,-773.6666666666666,-749.0,-263.5,0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
236922,1.0,-9967.0,-1142.0,0.6669429569976523,0.2692857999073816,-2400.0,-902.0,-145.0,-529.1666666666666,-796.0,-319.75,1,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0
196773,1.0,-10611.0,-3171.0,0.2008385725640204,0.2985949897873972,-479.0,-2466.0,-146.0,-782.25,-2009.0,-581.0,0,0.625,0.375,0.1875,0.5,0.1875,0.0,0.5,0.0625
394846,1.0,-23195.0,-1544.0,0.7016578575116881,0.3031463744186309,0.0,-1469.0,-127.0,-685.3333333333334,-738.0,-245.66666666666666,0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0
128064,1.0,-20411.0,-1544.0,0.69083223184818,0.8004513396487078,-1972.0,-1972.0,-1108.0,-1729.8,-1605.0,-628.4,0,0.2,0.8,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.0
244120,0.0,-10111.0,-956.0,0.6897803736876951,0.6785676886853644,-2260.0,-2540.0,-671.0,-1967.25,-2357.0,-1121.0,0,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0
423846,1.0,-7863.0,-881.0,0.721484622648867,0.4525335592581747,-469.0,-514.0,-186.0,-350.0,-361.0,-188.5,0,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,1.0,0.0
378283,0.0,-10847.0,-3069.0,0.4824330477219709,0.7324033228040929,0.0,-1611.0,-282.0,-946.5,-515.0,-55.0,0,0.5,0.5,0.8333333333333334,0.0,0.0,0.0,1.0,0.0
449305,1.0,-22012.0,-1544.0,0.5736212474363416,0.501075160239048,-351.0,-1960.0,-210.0,-882.75,-864.0,-355.5,0,0.375,0.625,0.5,0.5,0.0,0.0,0.5,0.0
402169,1.0,-15132.0,-449.0,0.7823612102786952,0.7713615919194317,-2658.0,-1558.0,-1142.0,-1421.75,-1192.0,-972.0,1,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0
293582,1.0,-23432.0,-1544.0,0.7675219289282381,0.7338145369642702,-812.0,-2828.0,-237.0,-1343.2857142857142,-2585.0,-689.2142857142857,0,0.2857142857142857,0.7142857142857143,0.75,0.0,0.0,0.0,1.0,0.0
231719,0.0,-20885.0,-208.0,0.0887124260178767,0.7713615919194317,0.0,-1015.0,-1015.0,-1015.0,-924.0,-861.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
199755,1.0,-16843.0,-911.0,0.1145558504524554,0.5352762504724826,-680.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0.375,0.625,0.6666666666666666,0.0,0.0,0.0,1.0,0.0
320124,0.0,-12038.0,-2486.0,0.6732706850286138,0.3441550073724169,-2102.0,-2830.0,-61.0,-1683.8,-2652.0,-1496.2,1,0.4,0.6,0.42857142857142855,0.0,0.0,0.0,1.0,0.0
339489,1.0,-14354.0,-1716.0,0.5659614260608526,0.1214082861631216,0.0,-641.0,-380.0,-478.5,-330.0,-44.75,1,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0
153530,1.0,-14222.0,-2763.0,0.5100432197172741,0.5172965813614878,-1708.0,-1607.0,-149.0,-733.875,-1334.0,-289.0,1,0.375,0.625,0.8571428571428571,0.0,0.0,0.0,1.0,0.14285714285714285
